"Sl no.","State Name","District Name","Market Name","Commodity","Variety","Grade","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
"86","MADHYA PRADESH","Dewas","Loharda","Wheat","Lokwan","FAQ","1840","1840","1840","4/13/2021"
"87","MADHYA PRADESH","Shajapur","Momanbadodiya","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"88","MADHYA PRADESH","Morena","Porsa","Wheat","Mill Quality","FAQ","1700","1735","1725","4/13/2021"
"89","MADHYA PRADESH","Tikamgarh","Prithvipur","Wheat","Mill Quality","FAQ","1975","1975","1975","4/13/2021"
"90","MADHYA PRADESH","Khargone","Segaon","Wheat","Lokwan","FAQ","1560","1900","1700","4/13/2021"
"91","MADHYA PRADESH","Sheopur","Sheopurbadod","Wheat","Other","FAQ","1640","1788","1721","4/13/2021"
"92","MADHYA PRADESH","Sheopur","Sheopurkalan","Wheat","Other","FAQ","1700","1926","1814","4/13/2021"
"93","MADHYA PRADESH","Shajapur","Shujalpur","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"94","MADHYA PRADESH","Vidisha","Sironj","Wheat","Other","FAQ","1600","3445","2522","4/13/2021"
"95","MADHYA PRADESH","Ujjain","Ujjain","Wheat","Lokwan","FAQ","1975","1975","1975","4/13/2021"
"96","MAHARASHTRA","Akola","Akola","Wheat","Other","FAQ","1525","2050","1850","4/13/2021"
"97","MAHARASHTRA","Jalana","Bhokardan","Wheat","Other","FAQ","1600","1700","1650","4/13/2021"
"98","MAHARASHTRA","Parbhani","Gangakhed","Wheat","Sharbati","FAQ","1950","2100","2000","4/13/2021"
"99","MAHARASHTRA","Nashik","Lasalgaon(Niphad)","Wheat","Maharashtra 2189","FAQ","1571","1952","1830","4/13/2021"
"100","MAHARASHTRA","Nashik","Lasalgaon(Vinchur)","Wheat","Other","FAQ","1300","1902","1805","4/13/2021"
"101","MAHARASHTRA","Latur","Latur","Wheat","Maharashtra 2189","FAQ","2000","2500","2200","4/13/2021"
"102","MAHARASHTRA","Latur","Latur(Murud)","Wheat","Maharashtra 2189","FAQ","1800","2101","2000","4/13/2021"
"103","MAHARASHTRA","Beed","Majalgaon","Wheat","Other","FAQ","1451","2600","2500","4/13/2021"
"104","MAHARASHTRA","Sholapur","Mangal Wedha","Wheat","Other","FAQ","1500","2400","2100","4/13/2021"
"105","MAHARASHTRA","Jalana","Mantha","Wheat","Other","FAQ","1650","2050","1950","4/13/2021"
"106","MAHARASHTRA","Sholapur","Mohol","Wheat","Sharbati","FAQ","1700","2250","1790","4/13/2021"
"107","MAHARASHTRA","Osmanabad","Paranda","Wheat","Other","FAQ","1650","2080","1700","4/13/2021"
"108","MAHARASHTRA","Parbhani","Parbhani","Wheat","Maharashtra 2189","FAQ","1925","2000","1950","4/13/2021"
"109","MAHARASHTRA","Parbhani","Pathari","Wheat","Other","FAQ","1550","1970","1600","4/13/2021"
"110","MAHARASHTRA","Pune","Pune","Wheat","Sharbati","FAQ","3600","4700","4200","4/13/2021"
"111","MAHARASHTRA","Ahmednagar","Rahata","Wheat","Other","FAQ","1725","1835","1769","4/13/2021"
"112","MAHARASHTRA","Ahmednagar","Rahuri(Vambori)","Wheat","Other","FAQ","1501","1651","1575","4/13/2021"
"113","MAHARASHTRA","Parbhani","Selu","Wheat","Other","FAQ","1700","1780","1700","4/13/2021"
"114","MAHARASHTRA","Ahmednagar","Shevgaon(Bodhegaon)","Wheat","Maharashtra 2189","FAQ","1700","1900","1900","4/13/2021"
"115","MAHARASHTRA","Ahmednagar","Shrigonda","Wheat","Other","FAQ","1925","2050","2000","4/13/2021"
"116","MAHARASHTRA","Ahmednagar","Shrirampur(Belapur)","Wheat","Other","FAQ","1600","1700","1650","4/13/2021"
"117","MAHARASHTRA","Sholapur","Solapur","Wheat","Sharbati","FAQ","2300","2975","2625","4/13/2021"
"118","PUNJAB","Moga","Ajitwal","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"119","","Mohali","Banur","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"120","PUNJAB","Mansa","Bareta","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"121","PUNJAB","Barnala","Barnala","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"122","PUNJAB","Barnala","Bhadaur","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"123","PUNJAB","Barnala","Bhadaur(Sehna)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"124","PUNJAB","Sangrur","Bhawanigarh","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"125","PUNJAB","Mansa","Bhikhi","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"126","","kapurthala","Bhulath","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"127","","kapurthala","Bhulath (Ibrahimaaaaval)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"128","","Mohali","Dera Bassi","Wheat","147 Average","FAQ","1975","1975","1975","4/13/2021"
"129","PUNJAB","Sangrur","Dirba","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"130","PUNJAB","Faridkot","Faridkot","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"131","PUNJAB","Amritsar","Gehri(Jandiala mandi)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"132","PUNJAB","Muktsar","Giddarbaha","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"133","PUNJAB","Jalandhar","Jalandhar Cantt.","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"134","PUNJAB","Jalandhar","Jalandhar City","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"135","PUNJAB","Jalandhar","Jalandhar City(Kartar Pur Dana mandi)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"136","","Bhatinda","Maur","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"137","PUNJAB","Patiala","Patiala(Anaj Mandi Sanaur Road)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"138","PUNJAB","Patiala","Patran","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"139","PUNJAB","Tarntaran","Patti","Wheat","147 Average","FAQ","1950","1975","1965","4/13/2021"
"140","PUNJAB","Jalandhar","Phillaur","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"141","PUNJAB","Jalandhar","Phillaur(Apra Mandi)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"142","","Bhatinda","Raman","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"143","PUNJAB","Amritsar","Rayya","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"144","PUNJAB","Amritsar","Rayya(Sathiala)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"145","PUNJAB","Ropar (Rupnagar)","Ropar","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"146","PUNJAB","Faridkot","Sadiq","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"147","PUNJAB","Fatehgarh","Sirhind","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"148","","kapurthala","Sultanpur","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"149","PUNJAB","Ferozpur","Zira","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"150","RAJASTHAN","Jhalawar","Aklera","Wheat","Other","FAQ","1800","1970","1885","4/13/2021"
"151","RAJASTHAN","Ganganagar","Anoopgarh","Wheat","Dara","FAQ","1811","1955","1897","4/13/2021"
"152","RAJASTHAN","Jhalawar","Bhawani Mandi(Choumehla)","Wheat","Other","FAQ","1760","1890","1825","4/13/2021"
"153","RAJASTHAN","Jodhpur","Bilara","Wheat","Other","FAQ","1900","3000","2450","4/13/2021"
"154","RAJASTHAN","Jaipur","Chomu","Wheat","Other","FAQ","1750","1808","1790","4/13/2021"
"155","RAJASTHAN","Tonk","Deoli","Wheat","Other","FAQ","1720","1900","1810","4/13/2021"
"156","RAJASTHAN","Ganganagar","Gajsinghpur","Wheat","Other","FAQ","1866","1866","1866","4/13/2021"
"157","RAJASTHAN","Swai Madhopur","Gangapur City","Wheat","Other","FAQ","1500","1837","1669","4/13/2021"
"158","RAJASTHAN","Swai Madhopur","Gangapurcity(Old Lal mandi)","Wheat","Other","FAQ","1690","1896","1793","4/13/2021"
"159","RAJASTHAN","Ganganagar","Gharsana","Wheat","Other","FAQ","1770","1855","1830","4/13/2021"
"160","RAJASTHAN","Hanumangarh","Hanumangarh","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"161","RAJASTHAN","Hanumangarh","Hanumangarh Town","Wheat","Other","FAQ","1825","1931","1885","4/13/2021"
"162","RAJASTHAN","Hanumangarh","Hanumangarh(Urlivas)","Wheat","Other","FAQ","1975","1975","1975","4/13/2021"
"163","RAJASTHAN","Chittorgarh","Kapasan","Wheat","Lokwan","FAQ","1420","1840","1620","4/13/2021"
"164","RAJASTHAN","Ajmer","Kekri","Wheat","Other","FAQ","1670","1775","1762","4/13/2021"
"165","RAJASTHAN","Bikaner","Khajuwala","Wheat","Other","FAQ","1770","1770","1770","4/13/2021"
"166","RAJASTHAN","Jhalawar","Khanpur","Wheat","Other","FAQ","1600","2075","1900","4/13/2021"
"167","RAJASTHAN","Dausa","Lalsot","Wheat","Other","FAQ","1690","1775","1768","4/13/2021"
"168","RAJASTHAN","Dausa","Lalsot(Mandabari)","Wheat","Other","FAQ","1703","1814","1756","4/13/2021"
"169","RAJASTHAN","Bikaner","Lunkaransar","Wheat","Other","FAQ","1770","1920","1840","4/13/2021"
"170","RAJASTHAN","Ajmer","Madanganj Kishanganj","Wheat","Other","FAQ","1605","2050","1828","4/13/2021"
"171","RAJASTHAN","Tonk","Niwai","Wheat","Other","FAQ","1525","1819","1672","4/13/2021"
"172","RAJASTHAN","Hanumangarh","Rawatsar","Wheat","Other","FAQ","1800","1870","1850","4/13/2021"
"173","RAJASTHAN","Ganganagar","Sriganganagar","Wheat","Other","FAQ","1785","2136","1900","4/13/2021"
"174","RAJASTHAN","Bundi","Sumerganj","Wheat","Other","FAQ","1625","1830","1795","4/13/2021"
"175","RAJASTHAN","Hanumangarh","Suratgarh","Wheat","Other","FAQ","1779","1881","1860","4/13/2021"
"176","RAJASTHAN","Tonk","Tonk","Wheat","Deshi","FAQ","1750","1810","1780","4/13/2021"
"177","RAJASTHAN","Tonk","Uniyara","Wheat","Other","FAQ","1751","1751","1751","4/13/2021"
"178","UTTAR PRADESH","Auraiya","Achalda","Wheat","Dara","FAQ","1880","1920","1890","4/13/2021"
"179","UTTAR PRADESH","Agra","Achnera","Wheat","Dara","FAQ","1780","1975","1975","4/13/2021"
"180","UTTAR PRADESH","Agra","Agra","Wheat","Dara","FAQ","1800","1880","1850","4/13/2021"
"181","UTTAR PRADESH","Allahabad","Ajuha","Wheat","Dara","FAQ","1960","2000","1975","4/13/2021"
"182","UTTAR PRADESH","Ambedkarnagar","Akbarpur","Wheat","Dara","FAQ","1700","1975","1975","4/13/2021"
"183","UTTAR PRADESH","Aligarh","Aligarh","Wheat","Dara","FAQ","1900","1975","1975","4/13/2021"
"184","UTTAR PRADESH","Maharajganj","Anandnagar","Wheat","Dara","FAQ","1960","1975","1975","4/13/2021"
"185","UTTAR PRADESH","Banda","Atarra","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"186","UTTAR PRADESH","Aligarh","Atrauli","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"187","UTTAR PRADESH","Auraiya","Auraiya","Wheat","Dara","FAQ","1680","1975","1975","4/13/2021"
"188","UTTAR PRADESH","Azamgarh","Azamgarh","Wheat","Dara","FAQ","1850","1975","1975","4/13/2021"
"189","UTTAR PRADESH","Banda","Baberu","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"190","","Badaun","Babrala","Wheat","Dara","FAQ","1750","1975","1800","4/13/2021"
"191","","Badaun","Badayoun","Wheat","Dara","FAQ","1950","1975","1975","4/13/2021"
"192","UTTAR PRADESH","Bahraich","Bahraich","Wheat","Dara","FAQ","1850","1976","1975","4/13/2021"
"193","CHHATTISGARH","Balrampur","Balrampur","Wheat","Dara","FAQ","1750","1975","1975","4/13/2021"
"194","UTTAR PRADESH","Unnao","Bangarmau","Wheat","Dara","FAQ","1925","1975","1975","4/13/2021"
"195","UTTAR PRADESH","Barabanki","Barabanki","Wheat","Dara","FAQ","0","0","1975","4/13/2021"
"196","","Bareilly","Bareilly","Wheat","Dara","FAQ","1925","2000","1975","4/13/2021"
"197","UTTAR PRADESH","Deoria","Barhaj","Wheat","Dara","FAQ","1970","1980","1975","4/13/2021"
"198","UTTAR PRADESH","Basti","Basti","Wheat","Dara","FAQ","1800","1975","1975","4/13/2021"
"199","UTTAR PRADESH","Etawah","Bharthna","Wheat","Dara","FAQ","1880","1980","1975","4/13/2021"
"200","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"201","UTTAR PRADESH","Fatehpur","Bindki","Wheat","Dara","FAQ","1740","1975","1975","4/13/2021"
"202","UTTAR PRADESH","Bulandshahar","Buland Shahr","Wheat","Dara","FAQ","1900","1975","1910","4/13/2021"
"203","UTTAR PRADESH","Muradabad","Chandausi","Wheat","Dara","FAQ","1960","1975","1975","4/13/2021"
"204","UTTAR PRADESH","Chandauli","Chandoli","Wheat","Dara","FAQ","1875","1975","1975","4/13/2021"
"205","UTTAR PRADESH","Kannuj","Chhibramau(Kannuj)","Wheat","Dara","FAQ","1745","1845","1795","4/13/2021"
"206","UTTAR PRADESH","Jhansi","Chirgaon","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"207","UTTAR PRADESH","Gorakhpur","Chorichora","Wheat","Dara","FAQ","1860","1975","1975","4/13/2021"
"208","UTTAR PRADESH","Kanpur","Choubepur","Wheat","Dara","FAQ","1975","2055","2000","4/13/2021"
"209","","Gautam Budh Nagar","Dadri","Wheat","Dara","FAQ","1900","1975","1975","4/13/2021"
"210","UTTAR PRADESH","Deoria","Devariya","Wheat","Dara","FAQ","1960","1985","1975","4/13/2021"
"211","UTTAR PRADESH","Jyotiba Phule Nagar","Dhanura","Wheat","Dara","FAQ","1900","1975","1925","4/13/2021"
"212","UTTAR PRADESH","Etawah","Etawah","Wheat","Dara","FAQ","1890","1980","1975","4/13/2021"
"213","UTTAR PRADESH","Faizabad","Faizabad","Wheat","Dara","FAQ","1730","1770","1750","4/13/2021"
"214","UTTAR PRADESH","Farukhabad","Farukhabad","Wheat","Dara","FAQ","1950","2000","1975","4/13/2021"
"215","UTTAR PRADESH","Agra","Fatehabad","Wheat","Dara","FAQ","1600","1700","1650","4/13/2021"
"216","UTTAR PRADESH","Fatehpur","Fatehpur","Wheat","Dara","FAQ","1965","1985","1975","4/13/2021"
"217","UTTAR PRADESH","Agra","Fatehpur Sikri","Wheat","Dara","FAQ","1900","2050","1975","4/13/2021"
"218","UTTAR PRADESH","Maharajganj","Gadaura","Wheat","Dara","FAQ","1650","1750","1690","4/13/2021"
"219","UTTAR PRADESH","Ghazipur","Gazipur","Wheat","Dara","FAQ","1960","1985","1975","4/13/2021"
"220","UTTAR PRADESH","Mainpuri","Ghiraur","Wheat","Dara","FAQ","1750","1975","1975","4/13/2021"
"221","UTTAR PRADESH","Gonda","Gonda","Wheat","Dara","FAQ","1970","1980","1975","4/13/2021"
"222","UTTAR PRADESH","Jhansi","Gurusarai","Wheat","Dara","FAQ","1975","1980","1975","4/13/2021"
"223","UTTAR PRADESH","Hathras","Haathras","Wheat","Dara","FAQ","1700","1975","1750","4/13/2021"
"224","UTTAR PRADESH","Bijnor","Haldaur","Wheat","Dara","FAQ","1650","1800","1700","4/13/2021"
"225","UTTAR PRADESH","Ghaziabad","Hapur","Wheat","Dara","FAQ","1900","1975","1975","4/13/2021"
"226","UTTAR PRADESH","Hardoi","Hardoi","Wheat","Dara","FAQ","1860","1975","1975","4/13/2021"
"227","UTTAR PRADESH","Bulandshahar","Jahangirabad","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"228","UTTAR PRADESH","Jalaun (Orai)","Jalaun","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"229","UTTAR PRADESH","Allahabad","Jasra","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"230","UTTAR PRADESH","Jaunpur","Jaunpur","Wheat","Dara","FAQ","1960","1975","1975","4/13/2021"
"231","UTTAR PRADESH","Raebarelli","Jayas","Wheat","Dara","FAQ","1700","1975","1975","4/13/2021"
"232","UTTAR PRADESH","Kanpur","Jhijhank","Wheat","Dara","FAQ","1750","1975","1975","4/13/2021"
"233","UTTAR PRADESH","Farukhabad","Kamlaganj","Wheat","Dara","FAQ","1975","1990","1980","4/13/2021"
"234","UTTAR PRADESH","Kanpur","Kanpur(Grain)","Wheat","Dara","FAQ","1925","2000","1975","4/13/2021"
"235","UTTAR PRADESH","Chitrakut","Karvi","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"236","UTTAR PRADESH","Etah","Kasganj","Wheat","Dara","FAQ","1750","1975","1975","4/13/2021"
"237","UTTAR PRADESH","Farukhabad","Kayamganj","Wheat","Dara","FAQ","1790","1810","1800","4/13/2021"
"238","UTTAR PRADESH","Fatehpur","Khaga","Wheat","Dara","FAQ","1800","1900","1840","4/13/2021"
"239","UTTAR PRADESH","Sant Kabir Nagar","Khalilabad","Wheat","Dara","FAQ","1775","1900","1850","4/13/2021"
"240","UTTAR PRADESH","Bulandshahar","Khurja","Wheat","Dara","FAQ","1950","1975","1975","4/13/2021"
"241","UTTAR PRADESH","Jalaun (Orai)","Konch","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"242","UTTAR PRADESH","Mathura","Kosikalan","Wheat","Dara","FAQ","1760","1975","1975","4/13/2021"
"243","ASSAM","Lakhimpur","Lakhimpur","Wheat","Dara","FAQ","1700","1975","1730","4/13/2021"
"244","UTTAR PRADESH","Raebarelli","Lalganj","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"245","UTTAR PRADESH","Lalitpur","Lalitpur","Wheat","Dara","FAQ","1975","1975","1975","4/13/2021"
"246","UTTAR PRADESH","Lucknow","Lucknow","Wheat","Dara","FAQ","1825","1900","1875","4/13/2021"
