Sl no.,State Name,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
33,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5359,5699,5633,4/1/2021
34,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,5800,6100,5950,3/31/2021
35,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5416,5709,5528,3/31/2021
36,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3719,5717,4555,3/31/2021
37,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5651,5659,5654,3/31/2021
38,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6600,7400,7000,3/30/2021
39,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,2800,6000,5655,3/30/2021
40,KARNATAKA,Davangere,Davangere,Alasande Gram,Alasande Gram,FAQ,5000,5000,5000,3/30/2021
41,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,4619,5711,5510,3/30/2021
42,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,4501,5629,5488,3/30/2021
43,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6600,7400,7000,3/29/2021
44,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5611,5611,5611,3/29/2021
45,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3800,5701,4199,3/29/2021
46,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,4809,5619,5564,3/29/2021
47,KARNATAKA,Dharwad,Hubli (Amaragol),Alasande Gram,Alasande Gram,FAQ,1509,1509,1509,3/27/2021
48,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3221,6199,4925,3/27/2021
49,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5169,5659,5465,3/27/2021
50,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5725,5761,5758,3/26/2021
51,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5611,5869,5633,3/26/2021
52,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3333,5759,4858,3/26/2021
53,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5481,5630,5591,3/26/2021
54,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5669,5721,5713,3/25/2021
55,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6800,6500,3/25/2021
56,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5400,5736,5579,3/25/2021
57,KARNATAKA,Gulbarga,Yadgir,Alasande Gram,Alasande Gram,FAQ,3100,3100,3100,3/25/2021
58,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,FAQ,5500,5641,5627,3/24/2021
59,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6800,6500,3/24/2021
60,KARNATAKA,Davangere,Harappana Halli,Alasande Gram,Alasande Gram,FAQ,5900,5980,5950,3/24/2021
61,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3299,5739,4836,3/24/2021
62,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5411,5739,5688,3/24/2021
63,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5411,5900,5659,3/23/2021
64,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6800,6500,3/23/2021
65,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3539,5719,4838,3/23/2021
66,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5169,5870,5742,3/23/2021
67,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5801,6001,5979,3/22/2021
68,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/22/2021
69,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4169,6100,5860,3/22/2021
70,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2569,5701,5031,3/22/2021
71,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5509,5989,5861,3/22/2021
72,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,6086,6291,6189,3/20/2021
73,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/20/2021
74,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,3949,6115,5680,3/20/2021
75,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3899,5701,4899,3/20/2021
76,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,4870,6005,5937,3/20/2021
77,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,6286,6286,6286,3/19/2021
78,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/19/2021
79,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5201,6162,5860,3/19/2021
80,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2360,6189,5666,3/19/2021
81,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5259,6113,6039,3/19/2021
82,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,6121,6286,6270,3/18/2021
83,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/18/2021
84,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4120,7031,6025,3/18/2021
85,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3089,5599,4089,3/18/2021
86,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5359,6119,6017,3/18/2021
87,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,6281,6281,6281,3/17/2021
88,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/17/2021
89,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,6285,6315,6309,3/17/2021
90,KARNATAKA,Hassan,Hassan,Alasande Gram,Alasande Gram,FAQ,4200,4200,4200,3/17/2021
91,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3069,5389,4109,3/17/2021
92,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5460,6372,6090,3/17/2021
93,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,6206,6251,6249,3/16/2021
94,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,6800,6400,3/16/2021
95,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5301,6300,6241,3/16/2021
96,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4000,5250,5000,3/16/2021
97,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,4775,6429,6231,3/16/2021
98,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6109,6319,6291,3/16/2021
99,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,6800,6400,3/15/2021
100,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5609,6286,6121,3/15/2021
101,KARNATAKA,Dharwad,Hubli (Amaragol),Alasande Gram,Alasande Gram,FAQ,5951,5951,5951,3/15/2021
102,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2619,6661,6262,3/15/2021
103,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6099,6467,6453,3/15/2021
104,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6700,6450,3/12/2021
105,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5669,6321,6148,3/12/2021
106,KARNATAKA,Davangere,Davangere,Alasande Gram,Alasande Gram,FAQ,6350,6350,6350,3/12/2021
107,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4000,5150,4700,3/12/2021
108,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2160,6600,5228,3/12/2021
109,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5399,6409,6326,3/12/2021
110,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6700,6450,3/10/2021
111,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,6200,6450,6300,3/10/2021
112,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3119,6439,5919,3/10/2021
113,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6356,6373,6373,3/10/2021
114,KARNATAKA,Haveri,Ranebennur,Alasande Gram,Alasande Gram,Medium,6450,6510,6500,3/10/2021
115,KARNATAKA,Bagalkot,Badami,Alasande Gram,Alasande Gram,Medium,5800,5800,5800,3/9/2021
116,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5801,5801,5801,3/9/2021
117,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6700,6450,3/9/2021
118,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5659,6471,6087,3/9/2021
119,KARNATAKA,Dharwad,Hubli (Amaragol),Alasande Gram,Alasande Gram,FAQ,4670,4670,4670,3/9/2021
120,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3669,6463,5250,3/9/2021
121,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5709,6355,6307,3/9/2021
122,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5841,6001,5961,3/8/2021
123,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6200,6700,6450,3/8/2021
124,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4874,6469,6314,3/8/2021
125,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3025,6405,5555,3/8/2021
126,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,4009,6350,6272,3/8/2021
127,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/6/2021
128,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5603,5731,5688,3/6/2021
129,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,4015,6399,6097,3/6/2021
130,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6299,6321,6318,3/6/2021
131,KARNATAKA,Bagalkot,Badami,Alasande Gram,Alasande Gram,Medium,5500,5500,5500,3/5/2021
132,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/5/2021
133,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5756,6415,6282,3/5/2021
134,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4000,5000,4500,3/5/2021
135,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3009,4899,4019,3/5/2021
136,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5999,6312,6290,3/5/2021
137,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/4/2021
138,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,6000,6000,6000,3/4/2021
139,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5669,6301,6257,3/4/2021
140,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5721,5721,5721,3/3/2021
141,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/3/2021
142,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5561,6319,6030,3/3/2021
143,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4002,5652,5004,3/3/2021
144,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6169,6279,6233,3/3/2021
145,KARNATAKA,Haveri,Ranebennur,Alasande Gram,Alasande Gram,Medium,6500,6500,6500,3/3/2021
146,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/2/2021
147,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4456,6201,5808,3/2/2021
148,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4400,5500,5000,3/2/2021
149,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3331,6363,6139,3/2/2021
150,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5569,6259,6067,3/2/2021
151,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6500,7000,6750,3/1/2021
152,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5421,6351,5983,3/1/2021
153,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4450,5500,5000,3/1/2021
154,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,6299,6316,6314,3/1/2021
155,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5089,6281,6254,3/1/2021
156,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5069,6213,6175,2/27/2021
157,KARNATAKA,Bagalkot,Badami,Alasande Gram,Alasande Gram,Medium,4000,6050,5620,2/26/2021
158,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,6300,6150,2/26/2021
159,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,1808,6306,5594,2/26/2021
160,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4500,5500,5000,2/26/2021
161,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2791,6380,5860,2/26/2021
162,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,6300,6150,2/25/2021
163,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4221,6339,5524,2/25/2021
164,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4500,5500,5000,2/25/2021
165,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3260,6313,5290,2/25/2021
166,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6600,7200,6900,2/24/2021
167,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4189,6254,4877,2/24/2021
168,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4800,5550,5000,2/24/2021
169,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3939,6280,5676,2/24/2021
170,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6009,6111,6078,2/24/2021
171,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6600,7200,6900,2/23/2021
172,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5515,6271,6060,2/23/2021
173,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3069,6201,5677,2/23/2021
174,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6001,6055,6019,2/23/2021
175,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6700,7300,7000,2/22/2021
176,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,4811,6261,6062,2/22/2021
177,KARNATAKA,Davangere,Davangere,Alasande Gram,Alasande Gram,FAQ,4800,4800,4800,2/22/2021
178,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3415,6489,5400,2/22/2021
179,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5509,6151,6069,2/22/2021
180,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6700,7300,7000,2/20/2021
181,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,6029,6251,6191,2/20/2021
182,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3015,6223,5854,2/20/2021
183,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6109,6109,6109,2/20/2021
184,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6700,7300,7000,2/19/2021
185,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5999,6225,6145,2/19/2021
186,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2289,6525,5903,2/19/2021
187,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6050,6131,6122,2/19/2021
188,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6700,7300,7000,2/18/2021
189,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5270,6161,5889,2/18/2021
190,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,4309,6163,5950,2/18/2021
191,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5706,5855,5780,2/18/2021
192,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,7000,6500,2/17/2021
193,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5751,6225,6044,2/17/2021
194,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3009,6226,4058,2/17/2021
195,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6099,6099,6099,2/17/2021
196,KARNATAKA,Bagalkot,Bagalakot,Alasande Gram,Alasande Gram,Medium,5500,5500,5500,2/16/2021
197,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,7000,6500,2/16/2021
198,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4000,4950,4500,2/16/2021
199,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3489,6139,5715,2/16/2021
200,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5959,6111,6054,2/16/2021
201,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,7000,6500,2/15/2021
202,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,6001,6139,6061,2/15/2021
203,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3809,6129,5954,2/15/2021
204,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5369,6100,6032,2/15/2021
205,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4500,5250,4800,2/13/2021
206,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3989,6133,5265,2/13/2021
207,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5865,6039,5952,2/13/2021
208,KARNATAKA,Hassan,Arasikere,Alasande Gram,Alasande Gram,FAQ,6700,6700,6700,2/12/2021
209,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,7000,6500,2/12/2021
210,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5919,6139,6064,2/12/2021
211,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,4149,6193,5396,2/12/2021
212,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5925,6100,6062,2/12/2021
213,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,7000,6500,2/11/2021
214,KARNATAKA,Dharwad,Dharwar,Alasande Gram,Alasande Gram,FAQ,7700,7700,7700,2/11/2021
215,KARNATAKA,Mangalore(Dakshin Kannad),Mangalore,Alasande Gram,Alasande Gram,FAQ,6000,6500,6250,2/11/2021
216,KARNATAKA,Bagalkot,Badami,Alasande Gram,Alasande Gram,Medium,5620,5620,5620,2/10/2021
217,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6000,7000,6500,2/10/2021
218,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,6029,6211,6104,2/10/2021
219,KARNATAKA,Davangere,Davangere,Alasande Gram,Alasande Gram,FAQ,6400,6400,6400,2/10/2021
220,KARNATAKA,Dharwad,Dharwar,Alasande Gram,Alasande Gram,FAQ,6100,6100,6100,2/10/2021
221,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4500,5500,5000,2/10/2021
222,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,3269,6229,5010,2/10/2021
223,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,5969,6099,6067,2/10/2021
224,KARNATAKA,Haveri,Ranebennur,Alasande Gram,Alasande Gram,Medium,5600,5600,5600,2/10/2021
225,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6400,7000,6700,2/9/2021
226,KARNATAKA,Bellary,Bellary,Alasande Gram,Alasande Gram,FAQ,5002,6289,5975,2/9/2021
227,KARNATAKA,Davangere,Davangere,Alasande Gram,Alasande Gram,FAQ,5700,5700,5700,2/9/2021
228,KARNATAKA,Gulbarga,Gulbarga,Alasande Gram,Alasande Gram,FAQ,4000,5250,4625,2/9/2021
229,KARNATAKA,Dharwad,Hubli (Amaragol),Alasande Gram,Alasande Gram,FAQ,4351,4351,4351,2/9/2021
230,KARNATAKA,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2609,6529,5945,2/9/2021
231,KARNATAKA,Mangalore(Dakshin Kannad),Mangalore,Alasande Gram,Alasande Gram,FAQ,6000,6500,6250,2/9/2021
232,KARNATAKA,Gadag,Mundaragi,Alasande Gram,Alasande Gram,FAQ,6059,6059,6059,2/9/2021
233,KARNATAKA,Bangalore,Bangalore,Alasande Gram,Alasande Gram,FAQ,6400,7000,6700,2/8/2021
